City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Lopandino,RU,2021-07-22 04:51:44,52.4666,34.8163,287.97,82,5,6.06
292,Mayor Pablo Lagerenza,PY,2021-07-22 04:51:45,-19.9309,-60.7718,289.32,32,62,1.51
293,Portage,US,2021-07-22 04:51:45,41.1667,-81.1998,291.11,80,1,1.54
294,Qaqortoq,GL,2021-07-22 04:51:45,60.7167,-46.0333,278.8,97,66,1.06
295,Vavuniya,LK,2021-07-22 04:51:46,8.7514,80.4971,306.05,43,86,5.56
296,Bandarbeyla,SO,2021-07-22 04:51:46,9.4942,50.8122,302.34,56,16,12.8
297,Saurimo,AO,2021-07-22 04:51:46,-9.6608,20.3916,286.78,36,1,3.25
298,Mount Gambier,AU,2021-07-22 04:51:47,-37.8333,140.7667,282.1,66,90,9.26
299,Vanavara,RU,2021-07-22 04:51:47,60.34,102.2797,293.63,55,98,1.89
300,Hualmay,PE,2021-07-22 04:51:47,-11.0964,-77.6139,290.16,85,16,4.17
301,Daru,PG,2021-07-22 04:51:48,-9.0763,143.2092,299.91,73,89,6.75
302,Amahai,ID,2021-07-22 04:51:48,-3.3333,128.9167,297.29,94,100,1.24
303,Bhayavadar,IN,2021-07-22 04:51:49,21.85,70.25,302.02,76,100,7.94
304,Goderich,CA,2021-07-22 04:51:49,43.7501,-81.7165,290.88,87,61,1.03
305,Nome,US,2021-07-22 04:51:49,64.5011,-165.4064,282.19,71,90,7.72
306,Kangaatsiaq,GL,2021-07-22 04:51:50,68.3065,-53.4641,277.99,89,100,2.53
307,Virden,US,2021-07-22 04:51:50,39.5009,-89.7679,297.05,92,69,2.44
308,Bambous Virieux,MU,2021-07-22 04:51:50,-20.3428,57.7575,296.05,88,40,5.14
309,Jagdalpur,IN,2021-07-22 04:51:51,19.0667,82.0333,297.16,89,100,2.12
310,Sohag,EG,2021-07-22 04:51:51,26.557,31.6948,305.31,32,2,6.39
311,Namatanai,PG,2021-07-22 04:51:51,-3.6667,152.4333,300.6,79,65,2.55
312,Tefe,BR,2021-07-22 04:51:08,-3.3542,-64.7114,298.39,73,100,0.33
313,Leisure City,US,2021-07-22 04:51:52,25.4954,-80.4292,302.16,84,1,0.0
314,Lewiston,US,2021-07-22 04:49:24,44.1003,-70.2148,291.75,87,90,5.66
315,Chapais,CA,2021-07-22 04:47:46,49.7834,-74.8492,288.03,65,95,1.52
316,Nantucket,US,2021-07-22 04:49:26,41.2835,-70.0995,295.23,94,72,6.06
317,Katsuura,JP,2021-07-22 04:51:53,35.1333,140.3,306.21,70,17,3.81
318,Wadi Musa,JO,2021-07-22 04:51:53,30.3222,35.4793,293.97,37,1,2.48
319,Nieuw Amsterdam,SR,2021-07-22 04:51:54,5.8833,-55.0833,298.24,92,61,3.09
320,Ust-Kuyga,RU,2021-07-22 04:51:54,70.0167,135.6,290.47,54,61,4.35
321,Kidal,ML,2021-07-22 04:51:54,18.4411,1.4078,301.36,55,79,3.7
322,Asau,RO,2021-07-22 04:51:55,46.4333,26.4,290.66,82,45,2.1
323,Zastron,ZA,2021-07-22 04:51:55,-30.3023,27.084,271.02,88,73,5.52
324,Tres Arroyos,AR,2021-07-22 04:51:55,-38.3739,-60.2798,282.83,63,100,5.78
325,Jasper,US,2021-07-22 04:47:51,37.2001,-94.3502,296.79,84,1,1.54
326,Juruti,BR,2021-07-22 04:51:56,-2.1522,-56.0922,297.02,84,13,1.23
327,Tasiilaq,GL,2021-07-22 04:51:56,65.6145,-37.6368,278.12,98,100,4.13
328,Bilma,NE,2021-07-22 04:51:57,18.6853,12.9164,303.98,40,45,4.03
329,Eydhafushi,MV,2021-07-22 04:51:57,5.1033,73.0708,301.73,73,97,7.2
330,Gastello,RU,2021-07-22 04:51:57,49.1167,142.9667,293.9,81,100,2.5
331,Nouadhibou,MR,2021-07-22 04:49:02,20.931,-17.0347,293.14,88,40,8.75
332,Lahij,YE,2021-07-22 04:51:58,13.1667,44.5833,303.23,46,13,2.93
333,Asahikawa,JP,2021-07-22 04:51:58,43.7678,142.3703,305.71,33,20,2.57
334,Tuburan,PH,2021-07-22 04:51:58,6.6439,122.2736,304.2,68,100,5.06
335,Along,IN,2021-07-22 04:51:59,28.1667,94.7667,306.63,55,73,1.23
336,Arman,RU,2021-07-22 04:51:59,59.7,150.1667,285.0,96,100,3.05
337,Lorengau,PG,2021-07-22 04:52:00,-2.0226,147.2712,302.29,71,100,3.24
338,Kungsbacka,SE,2021-07-22 04:52:00,57.4872,12.0761,291.07,75,8,2.89
339,Cocobeach,GA,2021-07-22 04:52:00,1.0002,9.5823,297.11,86,97,4.51
340,Palmer,US,2021-07-22 04:50:16,42.1584,-72.3287,291.9,79,1,1.54
341,Balikpapan,ID,2021-07-22 04:52:01,-1.2675,116.8289,301.7,79,20,2.57
342,Airai,TL,2021-07-22 04:52:01,-8.9266,125.4092,297.14,34,90,1.83
343,Praxedis Guerrero,MX,2021-07-22 04:52:02,31.3667,-106.0167,302.49,26,0,6.76
344,Tokur,RU,2021-07-22 04:52:02,53.1333,132.9,297.47,70,100,3.12
345,Mittagong,AU,2021-07-22 04:52:02,-34.45,150.45,287.04,34,39,2.02
346,Lucapa,AO,2021-07-22 04:52:03,-8.4192,20.7447,288.89,33,1,2.45
347,Kenora,CA,2021-07-22 04:52:03,49.8167,-94.4337,290.69,82,90,3.6
348,Filadelfia,US,2021-07-22 04:52:03,39.9523,-75.1638,294.29,80,1,0.45
349,Tilichiki,RU,2021-07-22 04:52:04,60.4667,166.1,291.9,54,85,5.28
350,Marabba,SD,2021-07-22 04:52:04,12.35,32.1833,297.19,83,100,6.48
351,San Jose,US,2021-07-22 04:48:54,37.3394,-121.895,292.2,70,1,1.79
352,Thurso,GB,2021-07-22 04:52:05,58.5927,-3.5259,286.12,95,14,1.75
353,Jiazi,CN,2021-07-22 04:52:05,22.8779,116.067,304.28,65,100,4.5
354,Egvekinot,RU,2021-07-22 04:52:05,66.3167,-179.1667,279.95,73,97,4.9
355,Porto Walter,BR,2021-07-22 04:52:06,-8.2686,-72.7439,292.34,73,0,0.62
356,Tandlianwala,PK,2021-07-22 04:52:06,31.0333,73.1333,306.88,51,97,2.47
357,Cururupu,BR,2021-07-22 04:52:06,-1.8283,-44.8683,295.86,98,12,0.82
358,Yenagoa,NG,2021-07-22 04:52:07,4.9247,6.2642,296.62,89,100,0.96
359,Santa Rosa,PH,2021-07-22 04:52:07,14.3122,121.1114,301.43,92,100,8.13
360,South River,US,2021-07-22 04:52:07,40.4465,-74.386,296.01,76,1,3.26
361,Provideniya,RU,2021-07-22 04:52:08,64.3833,-173.3,284.21,66,75,5.0
362,Klarup,DK,2021-07-22 04:52:08,57.0119,10.0562,288.09,94,90,2.06
363,Flinders,AU,2021-07-22 04:52:09,-34.5833,150.8552,291.03,51,30,1.34
364,Nova Odesa,UA,2021-07-22 04:52:09,47.3078,31.7851,293.37,77,100,6.98
365,Necochea,AR,2021-07-22 04:52:09,-38.5473,-58.7368,281.25,75,100,4.95
366,Antsohihy,MG,2021-07-22 04:52:10,-14.8796,47.9875,298.05,50,0,5.26
367,Tanete,ID,2021-07-22 04:52:10,-3.9443,119.7848,296.52,96,100,1.33
368,Barhi,IN,2021-07-22 04:52:11,23.9,80.8,302.18,70,100,3.0
369,Kubachi,RU,2021-07-22 04:52:11,42.086,47.6034,296.84,43,67,1.2
370,Mezhdurechensk,RU,2021-07-22 04:52:11,53.6942,88.0603,300.6,49,1,1.36
371,Lakatoro,VU,2021-07-22 04:52:12,-16.0999,167.4164,300.1,75,33,2.28
372,Rio Gallegos,AR,2021-07-22 04:52:12,-51.6226,-69.2181,276.18,75,0,1.54
373,Geraldton,AU,2021-07-22 04:52:13,-28.7667,114.6,292.66,72,90,3.6
374,Port-Gentil,GA,2021-07-22 04:52:13,-0.7193,8.7815,296.42,78,85,5.41
375,Paamiut,GL,2021-07-22 04:52:14,61.994,-49.6678,278.63,85,18,1.4
376,Kushima,JP,2021-07-22 04:52:14,31.4583,131.2333,302.88,81,100,6.03
377,Dzaoudzi,YT,2021-07-22 04:52:15,-12.7887,45.2699,298.09,78,75,5.66
378,Dali,CN,2021-07-22 04:52:15,25.7,100.1833,297.18,66,95,1.32
379,Ati,TD,2021-07-22 04:52:16,13.2154,18.3353,297.07,84,100,8.77
380,Birin,NP,2021-07-22 04:52:16,26.8865,88.0718,293.24,86,100,1.69
381,Imbituba,BR,2021-07-22 04:52:16,-28.24,-48.6703,285.83,82,0,1.58
382,Halifax,CA,2021-07-22 04:49:04,44.6453,-63.5724,292.27,93,23,1.34
383,Aguimes,ES,2021-07-22 04:52:17,27.9054,-15.4461,292.5,68,20,13.38
384,Alta Floresta,BR,2021-07-22 04:52:17,-9.8756,-56.0861,293.0,46,0,1.69
385,Wake Forest,US,2021-07-22 04:51:14,35.9799,-78.5097,298.1,87,40,0.45
386,Khakurinokhabl,RU,2021-07-22 04:52:18,45.0201,40.2291,300.68,61,2,5.93
387,Harper,LR,2021-07-22 04:52:18,4.375,-7.7169,297.92,82,63,3.31
388,Kedrovyy,RU,2021-07-22 04:52:18,56.1667,91.8167,297.38,37,29,1.54
389,Gambiran,ID,2021-07-22 04:52:19,-6.7988,111.4951,304.39,51,91,3.36
390,Biltine,TD,2021-07-22 04:52:19,14.5333,20.9167,296.0,77,100,2.01
391,Scarborough,GB,2021-07-22 04:52:19,54.2797,-0.4044,289.21,88,4,1.77
392,Hobyo,SO,2021-07-22 04:52:20,5.3505,48.5268,299.94,69,67,10.47
393,Luena,AO,2021-07-22 04:52:20,-11.7833,19.9167,281.21,46,0,2.42
394,Ulaanbaatar,MN,2021-07-22 04:49:43,47.9077,106.8832,294.22,52,40,6.0
395,Lufilufi,WS,2021-07-22 04:52:21,-13.8745,-171.5986,302.03,78,19,8.95
396,Hailar,CN,2021-07-22 04:52:21,49.2,119.7,304.76,49,3,5.22
397,Kameno,BG,2021-07-22 04:52:21,42.5667,27.3,291.31,77,40,3.09
398,Jacksonville,US,2021-07-22 04:51:56,30.3322,-81.6556,299.27,89,1,1.54
399,Shihezi,CN,2021-07-22 04:52:22,44.3,86.0333,309.98,14,100,4.41
400,Kavaratti,IN,2021-07-22 04:52:22,10.5669,72.642,301.24,81,100,10.57
401,Grafton,US,2021-07-22 04:52:22,42.207,-71.6856,291.99,86,1,0.45
402,Price,US,2021-07-22 04:52:23,39.5994,-110.8107,297.74,38,1,2.06
403,College,US,2021-07-22 04:52:23,64.8569,-147.8028,299.14,49,40,4.12
404,Taoudenni,ML,2021-07-22 04:52:23,22.6783,-3.9836,308.75,23,58,3.87
405,Abu Kamal,SY,2021-07-22 04:52:24,34.4506,40.9171,302.66,35,0,6.99
406,Abaza,RU,2021-07-22 04:52:24,52.655,90.0928,297.88,57,49,2.52
407,Karatau,KZ,2021-07-22 04:52:25,43.1667,70.4667,303.51,21,0,1.67
408,Bijie,CN,2021-07-22 04:52:25,27.3125,105.2942,297.97,70,67,1.73
409,Rocha,UY,2021-07-22 04:52:25,-34.4833,-54.3333,280.3,85,100,2.86
410,Hervey Bay,AU,2021-07-22 04:49:28,-25.2986,152.8535,293.21,54,3,0.45
411,Maragogi,BR,2021-07-22 04:52:26,-9.0122,-35.2225,296.37,83,22,4.98
412,Nosy Varika,MG,2021-07-22 04:52:26,-20.5833,48.5333,292.66,80,75,1.79
413,Anito,PH,2021-07-22 04:52:27,12.4497,125.2886,305.11,59,81,7.05
414,Brainerd,US,2021-07-22 04:51:26,46.358,-94.2008,296.29,78,20,3.6
415,Dunedin,NZ,2021-07-22 04:52:27,-45.8742,170.5036,281.93,75,88,3.13
416,Clyde River,CA,2021-07-22 04:52:27,70.4692,-68.5914,276.28,100,90,1.03
417,North Platte,US,2021-07-22 04:52:28,41.1239,-100.7654,298.7,61,1,4.92
418,Sassandra,CI,2021-07-22 04:52:28,4.95,-6.0833,295.98,92,47,1.81
419,Dongsheng,CN,2021-07-22 04:52:29,39.8161,109.9776,300.03,45,40,6.26
420,Sunnyside,US,2021-07-22 04:52:29,46.3237,-120.0087,295.18,46,0,3.52
421,Gravdal,NO,2021-07-22 04:52:29,68.1214,13.5031,282.09,100,90,4.12
422,Karlshamn,SE,2021-07-22 04:52:30,56.1706,14.8619,289.77,79,6,1.06
423,Naze,JP,2021-07-22 04:52:30,28.3667,129.4833,299.66,90,100,12.13
424,Bonthe,SL,2021-07-22 04:52:30,7.5264,-12.505,298.45,80,100,2.59
425,Grand Gaube,MU,2021-07-22 04:52:31,-20.0064,57.6608,296.14,60,85,4.47
426,Torbay,CA,2021-07-22 04:52:31,47.6666,-52.7314,283.47,99,90,4.12
427,Kudahuvadhoo,MV,2021-07-22 04:52:31,2.6708,72.8944,301.24,74,100,5.53
428,Icod De Los Vinos,ES,2021-07-22 04:52:32,28.3724,-16.7119,293.13,84,3,4.24
429,Notre-Dame-Du-Lac,CA,2021-07-22 04:52:32,47.6136,-68.7964,286.34,98,95,0.41
430,Gizo,SB,2021-07-22 04:52:32,-8.103,156.8419,301.2,77,19,3.2
431,Kulunda,RU,2021-07-22 04:52:33,52.566,78.9385,298.72,41,0,4.86
432,Ewa Beach,US,2021-07-22 04:52:33,21.3156,-158.0072,300.12,69,75,6.71
433,Luganville,VU,2021-07-22 04:52:34,-15.5333,167.1667,300.8,72,36,2.77
434,Chiredzi,ZW,2021-07-22 04:52:34,-21.05,31.6667,286.14,44,0,2.37
435,Sidney,AU,2021-07-22 04:52:03,-33.8679,151.2073,291.34,47,0,1.34
436,Luanda,AO,2021-07-22 04:48:47,-8.8368,13.2343,293.15,88,75,1.54
437,Svobodnyy,RU,2021-07-22 04:52:35,51.4,128.1333,306.06,55,84,3.75
438,Nanortalik,GL,2021-07-22 04:52:35,60.1432,-45.2371,278.95,97,91,5.64
439,Panguna,PG,2021-07-22 04:52:36,-6.3164,155.4848,296.29,92,87,1.06
440,Lagoa,PT,2021-07-22 04:52:36,39.05,-27.9833,292.42,77,89,7.58
441,Qianan,CN,2021-07-22 04:52:36,44.9932,124.0581,305.56,47,23,5.49
442,Karasjok,NO,2021-07-22 04:52:37,69.4719,25.5112,280.21,92,100,5.46
443,Susangerd,IR,2021-07-22 04:52:37,31.5608,48.1831,310.16,28,3,3.56
444,Buraydah,SA,2021-07-22 04:52:37,26.326,43.975,306.4,14,5,6.07
445,Tosya,TR,2021-07-22 04:52:38,41.0155,34.0401,293.84,67,6,1.39
446,San Cristobal,VE,2021-07-22 04:52:38,7.7669,-72.225,291.14,98,96,1.97
447,Lasa,IT,2021-07-22 04:52:38,46.6166,10.7002,292.61,88,78,0.54
448,Cap Malheureux,MU,2021-07-22 04:52:39,-19.9842,57.6142,296.19,60,81,4.47
449,Chernyshevskiy,RU,2021-07-22 04:52:39,63.0128,112.4714,295.39,42,52,2.25
450,Caravelas,BR,2021-07-22 04:52:40,-17.7125,-39.2481,293.1,80,3,1.5
451,Thinadhoo,MV,2021-07-22 04:52:40,0.5333,72.9333,300.77,75,100,4.66
452,Ternate,ID,2021-07-22 04:52:40,0.8,127.4,301.13,78,44,5.1
453,Voh,NC,2021-07-22 04:52:10,-20.9667,164.7,296.59,53,6,3.38
454,Najran,SA,2021-07-22 04:52:41,17.4924,44.1277,297.51,52,11,5.77
455,Takoradi,GH,2021-07-22 04:52:41,4.8845,-1.7554,297.09,84,58,2.93
456,Les Cayes,HT,2021-07-22 04:52:41,18.2,-73.75,298.7,85,55,1.1
457,Pemberton,CA,2021-07-22 04:52:42,50.3164,-122.8027,290.07,77,31,2.35
458,Ambilobe,MG,2021-07-22 04:52:42,-13.2,49.05,297.5,56,0,3.65
459,Iskateley,RU,2021-07-22 04:52:43,67.6803,53.1512,283.7,68,34,6.62
460,Nortelandia,BR,2021-07-22 04:52:43,-14.4547,-56.8028,291.97,37,0,0.28
461,Rio Grande,BR,2021-07-22 04:52:43,-32.035,-52.0986,283.2,69,25,1.91
462,Rawson,AR,2021-07-22 04:52:44,-43.3002,-65.1023,284.45,57,100,4.64
463,Mount Isa,AU,2021-07-22 04:52:44,-20.7333,139.5,301.02,16,6,4.63
464,Gold Coast,AU,2021-07-22 04:52:45,-28.0,153.4333,294.35,58,0,1.34
465,Rabak,SD,2021-07-22 04:52:45,13.1809,32.74,297.07,84,100,6.18
466,Melioratorov,RU,2021-07-22 04:52:45,57.2107,65.6077,293.36,94,90,1.0
467,Yuyao,CN,2021-07-22 04:52:46,30.05,121.1494,303.03,79,53,6.49
468,Oktyabrskoye,RU,2021-07-22 04:52:46,43.0645,44.7417,298.23,65,34,4.0
469,Richards Bay,ZA,2021-07-22 04:52:46,-28.783,32.0377,286.01,88,0,1.85
470,Lompoc,US,2021-07-22 04:52:47,34.6391,-120.4579,293.76,85,75,4.12
471,Anadyr,RU,2021-07-22 04:52:47,64.75,177.4833,287.43,67,20,5.0
472,Sao Felix Do Xingu,BR,2021-07-22 04:52:47,-6.6447,-51.995,295.52,49,33,0.87
473,Ponta Delgada,PT,2021-07-22 04:52:48,37.7333,-25.6667,292.55,77,20,3.6
474,Bhag,PK,2021-07-22 04:52:48,29.0415,67.8239,310.55,28,1,2.88
475,Carballo,ES,2021-07-22 04:52:48,43.213,-8.691,290.53,94,96,0.98
476,Kerouane,GN,2021-07-22 04:52:49,9.2667,-9.0167,292.99,98,37,1.77
477,Malazgirt,TR,2021-07-22 04:52:49,39.1427,42.5401,298.55,29,0,1.17
478,Feicheng,CN,2021-07-22 04:52:49,35.2606,117.9675,304.5,55,100,4.85
479,Emba,KZ,2021-07-22 04:52:50,48.8264,58.1442,306.88,22,39,6.23
480,Trelew,AR,2021-07-22 04:49:43,-43.249,-65.3051,284.2,53,100,4.24
481,Hope,US,2021-07-22 04:52:50,33.6671,-93.5916,298.79,95,3,1.89
482,Bagenalstown,IE,2021-07-22 04:52:51,52.7003,-6.9618,291.0,77,100,1.02
483,Conceicao Do Araguaia,BR,2021-07-22 04:52:10,-8.2578,-49.2647,297.22,64,0,1.03
484,Isfana,KG,2021-07-22 04:52:51,39.8386,69.5306,297.46,31,3,3.03
485,Verkhoyansk,RU,2021-07-22 04:52:51,67.5447,133.385,295.61,35,0,3.23
486,Knysna,ZA,2021-07-22 04:52:52,-34.0363,23.0471,279.36,79,100,8.22
487,Hambantota,LK,2021-07-22 04:52:52,6.1241,81.1185,303.34,74,20,6.69
488,Sur,OM,2021-07-22 04:52:53,22.5667,59.5289,309.78,45,67,2.29
489,Khandagayty,RU,2021-07-22 04:52:54,50.7333,92.05,299.54,31,95,2.6
490,Celestun,MX,2021-07-22 04:52:55,20.8667,-90.4,301.16,71,1,4.81
491,Honiara,SB,2021-07-22 04:52:55,-9.4333,159.95,301.5,81,69,3.55
492,Boke,GN,2021-07-22 04:52:56,10.9409,-14.2967,296.54,97,99,1.4
493,Blagoyevo,RU,2021-07-22 04:52:56,63.3667,47.9167,286.88,43,87,2.77
494,Synya,RU,2021-07-22 04:52:57,65.3718,58.0387,283.65,60,89,1.11
495,Russkoye,UA,2021-07-22 04:52:57,45.0167,34.8,294.68,67,9,6.19
496,Uarini,BR,2021-07-22 04:52:58,-2.99,-65.1083,298.42,72,100,0.33
497,Yulara,AU,2021-07-22 04:52:58,-25.2406,130.9889,297.06,29,0,10.8
498,Ivanovka,KG,2021-07-22 04:52:59,42.8878,75.085,302.39,20,20,1.81
499,Hargeysa,SO,2021-07-22 04:52:59,9.56,44.065,294.75,56,71,14.8
500,Escarcega,MX,2021-07-22 04:53:00,18.6089,-90.7454,298.99,74,25,3.18
501,Kosikha,RU,2021-07-22 04:53:00,53.3617,84.5822,298.58,43,0,3.9
502,Estacion Coahuila,MX,2021-07-22 04:53:01,32.1939,-115.0017,311.76,48,82,8.14
503,Rodrigues Alves,BR,2021-07-22 04:53:01,-7.738,-72.6509,292.13,73,0,0.62
504,Broome,US,2021-07-22 04:53:02,42.2506,-75.833,288.36,85,0,1.07
505,Labuhan,ID,2021-07-22 04:53:02,-6.8844,112.2051,303.77,60,84,2.44
506,Brandfort,ZA,2021-07-22 04:53:02,-28.7001,26.4597,272.82,86,16,2.14
507,Tayga,RU,2021-07-22 04:53:03,56.06,85.6197,297.74,39,10,2.58
508,Devils Lake,US,2021-07-22 04:53:03,48.1128,-98.8651,297.14,73,40,4.12
509,Kyren,RU,2021-07-22 04:53:04,51.6828,102.1408,301.05,43,4,1.08
510,Zhigansk,RU,2021-07-22 04:52:42,66.7697,123.3711,293.99,42,97,0.56
511,Aradas,PT,2021-07-22 04:53:04,40.6208,-8.642,289.58,50,92,1.34
512,Sakaraha,MG,2021-07-22 04:53:04,-22.9,44.5333,293.68,55,89,1.68
513,Quballat,TN,2021-07-22 04:53:05,36.5418,9.6633,292.27,59,0,0.6
514,Zaoyang,CN,2021-07-22 04:53:05,32.1272,112.7542,304.56,65,97,1.43
515,Campbell River,CA,2021-07-22 04:53:06,50.0163,-125.2446,290.89,78,40,2.06
516,Perth,AU,2021-07-22 04:49:00,-31.9333,115.8333,290.93,62,40,0.0
517,Westport,US,2021-07-22 04:53:06,41.1415,-73.3579,295.29,83,0,1.34
518,Sayyan,YE,2021-07-22 04:53:06,15.1718,44.3244,289.04,80,73,3.5
519,Pitimbu,BR,2021-07-22 04:53:07,-7.4706,-34.8086,295.48,83,22,5.97
520,Gambela,ET,2021-07-22 04:53:07,8.25,34.5833,295.1,87,99,0.87
521,Whyalla,AU,2021-07-22 04:53:08,-33.0333,137.5833,283.09,76,40,9.77
522,Ushtobe,KZ,2021-07-22 04:53:08,45.2514,77.9838,305.69,25,85,4.54
523,Liwale,TZ,2021-07-22 04:53:08,-9.7667,37.9333,293.43,87,52,1.12
524,Komsomolskiy,UZ,2021-07-22 04:53:09,40.4272,71.7189,302.55,39,2,3.09
525,Sechura,PE,2021-07-22 04:53:09,-5.5569,-80.8222,291.84,81,2,4.52
526,Rumoi,JP,2021-07-22 04:53:09,43.9344,141.6428,299.14,68,61,2.15
527,Port Shepstone,ZA,2021-07-22 04:53:10,-30.7414,30.455,285.06,34,5,5.66
528,Tateyama,JP,2021-07-22 04:53:10,34.9833,139.8667,306.16,55,40,2.57
529,Fort Nelson,CA,2021-07-22 04:53:10,58.8053,-122.7002,287.92,88,75,0.0
530,Bay Roberts,CA,2021-07-22 04:53:11,47.5999,-53.2648,283.89,98,100,3.58
531,Carrefour,HT,2021-07-22 04:53:11,18.5411,-72.3992,302.25,70,35,5.14
532,Camabatela,AO,2021-07-22 04:53:11,-8.1881,15.375,288.54,35,0,2.55
533,Bilibino,RU,2021-07-22 04:53:12,68.0546,166.4372,293.33,24,1,1.68
534,Bull Savanna,JM,2021-07-22 04:53:12,17.8868,-77.5902,297.39,75,88,3.32
535,Etchoropo,MX,2021-07-22 04:53:12,26.7667,-109.6667,305.6,63,48,2.94
536,Maringa,BR,2021-07-22 04:53:13,-23.4253,-51.9386,284.18,39,2,1.49
537,Hasaki,JP,2021-07-22 04:53:13,35.7333,140.8333,308.31,70,8,4.43
538,Olinda,BR,2021-07-22 04:53:14,-8.0089,-34.8553,297.0,73,75,5.14
539,Itoman,JP,2021-07-22 04:53:14,26.1247,127.6694,300.58,96,75,10.8
540,Monterrey,MX,2021-07-22 04:49:31,25.6667,-100.3167,298.01,87,61,1.49
541,Takehara,JP,2021-07-22 04:53:14,34.3383,132.9167,305.17,58,75,3.09
