City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Lithgow,AU,-33.4833,150.15,40.84,92,85,17.02,overcast clouds
349,Amahai,ID,-3.3333,128.9167,75.79,87,100,3.78,overcast clouds
350,Frecatei,RO,45.1,28.6667,64.08,72,4,3.44,clear sky
351,Warrnambool,AU,-38.3833,142.4833,42.82,68,97,23.06,overcast clouds
352,Tagusao,PH,9.1924,117.8141,81.54,78,100,12.8,overcast clouds
353,Sao Pedro Do Sul,BR,-29.6206,-54.1789,70.45,70,36,6.38,scattered clouds
354,Lubbock,US,33.6001,-101.8338,98.15,32,40,1.01,scattered clouds
355,Avera,US,33.194,-82.5271,91.71,40,4,5.12,clear sky
356,Kaabong,UG,3.4836,34.1492,62.6,92,100,1.41,light rain
357,Cururupu,BR,-1.8283,-44.8683,77.47,83,73,3.04,broken clouds
358,Hasaki,JP,35.7333,140.8333,77.4,83,0,8.79,clear sky
359,Pafos,CY,34.7667,32.4167,80.51,89,0,4.61,clear sky
360,Wanaka,NZ,-44.7,169.15,46.11,90,100,3.0,light rain
361,Chapais,CA,49.7834,-74.8492,74.98,33,100,13.85,overcast clouds
362,Padang,ID,-0.9492,100.3543,77.0,85,85,3.31,overcast clouds
363,Lubao,PH,14.9167,120.55,80.67,88,100,12.39,heavy intensity rain
364,Kukmor,RU,56.1855,50.8944,50.65,71,18,5.5,few clouds
365,Bairiki,KI,1.3292,172.9752,84.2,70,20,12.66,few clouds
366,Deming,US,32.2687,-107.7586,78.69,50,90,23.02,overcast clouds
367,Kikwit,CD,-5.041,18.8162,78.13,28,6,1.45,clear sky
368,Tottori,JP,35.5,134.2333,78.87,73,40,16.11,scattered clouds
369,Port Macquarie,AU,-31.4333,152.9167,57.16,63,1,11.48,clear sky
370,Peleduy,RU,59.6289,112.7406,61.54,83,50,2.44,scattered clouds
371,Pyapon,MM,16.2833,95.6833,79.03,88,100,11.79,overcast clouds
372,Eregli,TR,37.5133,34.0467,66.52,39,0,5.01,clear sky
373,Gasa,PS,31.5,34.4667,80.91,75,29,4.18,scattered clouds
374,La Ronge,CA,55.1001,-105.2842,73.65,49,40,10.36,scattered clouds
375,Palana,RU,59.1167,159.9667,49.39,98,100,5.68,overcast clouds
376,Buriti,BR,-22.9302,-45.3881,69.57,42,0,0.63,clear sky
377,Plettenberg Bay,ZA,-34.0527,23.3716,52.72,42,22,5.7,few clouds
378,Sydney,AU,-33.8679,151.2073,52.32,56,0,15.01,clear sky
379,Baixo Guandu,BR,-19.5189,-41.0158,70.47,55,0,7.92,clear sky
380,Povenets,RU,62.8487,34.8262,58.08,59,100,6.53,overcast clouds
381,Charlestown,AU,-32.95,151.6667,54.82,59,17,1.99,few clouds
382,Santa Helena,BR,-2.2311,-45.3,79.16,76,96,1.34,overcast clouds
383,Sept-Iles,CA,50.2001,-66.3821,66.25,83,40,4.0,scattered clouds
384,Huarmey,PE,-10.0681,-78.1522,67.33,73,13,8.72,few clouds
385,Utete,TZ,-7.986,38.758,67.51,89,79,3.15,broken clouds
386,Batangafo,CF,7.3008,18.2833,70.18,96,51,3.2,light rain
387,Vestmannaeyjar,IS,63.4427,-20.2734,51.4,87,72,12.21,broken clouds
388,Orlik,RU,52.5178,99.825,53.22,91,96,1.28,overcast clouds
389,Calvinia,ZA,-31.4707,19.776,46.45,24,3,8.46,clear sky
390,Broken Hill,AU,-31.95,141.4333,42.51,87,36,14.97,scattered clouds
391,Turtas,RU,58.9417,69.1325,55.04,98,94,3.44,overcast clouds
392,Laguna,US,38.421,-121.4238,105.44,28,1,1.01,clear sky
393,Yafran,LY,32.0633,12.5286,78.8,33,0,12.15,clear sky
394,Tezu,IN,27.9167,96.1667,77.4,95,99,1.99,overcast clouds
395,Kakonko,TZ,-3.2828,30.9642,67.84,37,54,1.74,broken clouds
396,Rorvik,NO,64.8621,11.2373,56.46,85,49,8.25,scattered clouds
397,Sisian,AM,39.5256,46.0251,71.96,94,59,6.71,broken clouds
398,Pochutla,MX,15.7432,-96.4661,91.22,56,100,7.49,overcast clouds
399,Bako,ET,5.7833,36.5667,60.66,90,100,2.21,overcast clouds
400,Amapa,BR,1.0,-52.0,79.72,77,98,2.08,overcast clouds
401,Maragogi,BR,-9.0122,-35.2225,73.76,79,0,9.71,clear sky
402,Bathsheba,BB,13.2167,-59.5167,84.81,79,40,11.5,scattered clouds
403,Carballo,ES,43.213,-8.691,62.91,90,32,2.82,scattered clouds
404,Ilulissat,GL,69.2167,-51.1,44.62,81,90,9.22,overcast clouds
405,San Pedro,PH,14.35,121.0167,80.15,93,90,2.3,light rain
406,Kishapu,TZ,-3.6167,33.8667,68.38,34,2,8.5,clear sky
407,Lohja,FI,60.2486,24.0653,62.78,81,16,4.94,few clouds
408,Saldanha,ZA,-33.0117,17.9442,51.85,63,25,12.75,scattered clouds
409,Imbituba,BR,-28.24,-48.6703,67.89,78,0,8.55,clear sky
410,Vestmanna,FO,62.1564,-7.1664,49.12,100,90,5.75,fog
411,Novi Travnik,BA,44.1711,17.6575,67.93,63,21,3.4,few clouds
412,Teguldet,RU,57.3064,88.1667,61.54,83,88,5.06,overcast clouds
413,North Bend,US,43.4065,-124.2243,69.17,79,90,26.46,overcast clouds
414,Haines Junction,CA,60.7522,-137.5108,60.75,51,83,6.91,broken clouds
415,Pisz,PL,53.6274,21.8125,62.85,73,83,3.96,broken clouds
416,Moose Factory,CA,51.2585,-80.6094,68.0,88,90,10.36,light rain
417,Poltavka,RU,54.3663,71.7632,73.18,49,99,8.43,overcast clouds
418,Hede,CN,33.7681,120.2517,80.19,81,100,14.03,overcast clouds
419,Eureka,US,40.8021,-124.1637,65.59,68,29,7.0,scattered clouds
420,Caetite,BR,-14.0694,-42.475,64.98,58,14,5.3,few clouds
421,Ostersund,SE,63.1792,14.6357,64.85,68,85,3.44,overcast clouds
422,Dvinskoy,RU,62.1535,45.1175,50.81,67,95,5.55,light rain
423,Chitipa,MW,-9.7024,33.2697,52.75,96,6,2.84,clear sky
424,Leiyang,CN,26.4024,112.8591,75.6,96,12,3.24,few clouds
425,Merauke,ID,-8.4667,140.3333,76.21,87,92,7.58,light rain
426,Yatou,CN,37.15,122.3833,74.98,86,91,2.75,overcast clouds
427,Nemuro,JP,43.3236,145.575,62.49,98,92,8.93,overcast clouds
428,Yauya,PE,-8.9833,-77.3,62.87,26,50,5.79,scattered clouds
429,Roma,US,43.2128,-75.4557,81.91,51,1,8.05,clear sky
430,Shingu,JP,33.7333,135.9833,76.91,84,88,4.72,overcast clouds
431,Bukachacha,RU,52.9833,116.9167,58.6,84,100,5.91,overcast clouds
432,Nago,JP,26.5881,127.9761,81.03,90,92,13.76,light rain
433,Banff,CA,51.1762,-115.5698,80.58,23,11,9.22,few clouds
434,Peniche,PT,39.3558,-9.3811,67.73,87,52,8.14,broken clouds
435,Fengzhen,CN,40.4394,113.1536,70.88,76,96,8.28,light rain
436,Vinh,VN,18.6667,105.6667,77.25,89,100,4.99,overcast clouds
437,Ondarroa,ES,43.3167,-2.4167,68.29,81,2,4.25,clear sky
438,Dzhebariki-Khaya,RU,62.2167,135.8,59.67,99,100,7.45,light rain
439,Sioux Lookout,CA,50.1001,-91.917,79.18,41,90,16.11,overcast clouds
440,Cairns,AU,-16.9167,145.7667,69.75,94,70,8.05,broken clouds
441,Cabo San Lucas,MX,22.8909,-109.9124,97.81,62,1,16.11,clear sky
442,Gamba,GA,-2.65,10.0,71.02,83,69,5.44,broken clouds
443,Ngunguru,NZ,-35.6167,174.5,59.16,77,73,15.97,broken clouds
444,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,100,75,2.24,broken clouds
445,Mandan,US,46.8267,-100.8896,91.38,22,1,18.41,clear sky
446,Minsk,BY,53.9,27.5667,55.15,67,2,3.87,clear sky
447,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,68,0,12.06,clear sky
448,Pundaguitan,PH,6.3711,126.1689,83.64,73,100,9.73,overcast clouds
449,General Roca,AR,-39.0333,-67.5833,52.2,31,90,5.46,overcast clouds
450,Lagunas,PE,-5.2269,-75.6753,91.71,37,55,0.89,broken clouds
451,Buin,CL,-33.7333,-70.75,56.73,73,100,4.12,heavy intensity rain
452,Muzhi,RU,65.3667,64.6667,54.79,90,100,9.82,light rain
453,Jerantut,MY,3.936,102.3626,75.04,91,100,0.38,overcast clouds
454,Rossland,CA,49.0831,-117.8022,88.61,20,0,8.99,clear sky
455,Tukrah,LY,32.5341,20.5791,78.39,74,0,11.01,clear sky
456,Xining,CN,36.6167,101.7667,64.71,87,100,2.37,overcast clouds
457,Sebrovo,RU,50.0981,43.2976,67.37,66,98,4.12,overcast clouds
458,Lompoc,US,34.6391,-120.4579,92.01,69,75,13.8,broken clouds
459,Hassleholm,SE,56.1591,13.7664,65.35,88,5,7.85,clear sky
460,General Pico,AR,-35.6566,-63.7568,56.97,61,61,7.45,broken clouds
461,Margate,GB,51.3813,1.3862,64.69,89,100,3.0,overcast clouds
462,Bonoua,CI,5.2741,-3.595,76.62,82,65,5.21,broken clouds
463,Half Moon Bay,US,37.4636,-122.4286,94.75,61,1,1.99,clear sky
464,Ucluelet,CA,48.9329,-125.5528,86.04,83,11,5.01,few clouds
465,Spruce Grove,CA,53.5334,-113.9187,78.94,38,1,1.01,clear sky
466,Dunedin,NZ,-45.8742,170.5036,45.81,52,84,17.0,broken clouds
467,Aloleng,PH,16.1307,119.7824,82.24,81,100,19.86,light rain
468,Paso De Los Toros,UY,-32.8167,-56.5167,65.16,75,100,9.48,overcast clouds
469,Basay,PH,9.4087,122.64,81.82,84,74,14.65,broken clouds
470,Swidnik,PL,51.219,22.6962,68.58,82,0,5.75,clear sky
471,Okhotsk,RU,59.3833,143.3,56.16,94,100,11.39,overcast clouds
472,San Vicente,AR,-26.6167,-54.1333,67.48,52,0,3.13,clear sky
473,Tokmak,UA,47.2514,35.7058,72.61,51,71,3.42,broken clouds
474,Flinders,AU,-34.5833,150.8552,50.81,58,41,13.0,scattered clouds
475,Paamiut,GL,61.994,-49.6678,41.92,91,84,12.12,broken clouds
476,Santiago,CL,-33.4569,-70.6483,56.28,61,75,0.0,broken clouds
477,Mezen,RU,65.8522,44.24,47.08,91,100,8.88,overcast clouds
478,Rosarito,MX,32.3333,-117.0333,86.94,69,100,8.93,overcast clouds
479,Sao Filipe,CV,14.8961,-24.4956,74.55,74,78,10.22,broken clouds
480,Lima Duarte,BR,-21.8425,-43.7931,64.96,57,0,3.71,clear sky
481,Venado Tuerto,AR,-33.7456,-61.9688,62.76,68,10,6.62,clear sky
482,Sinnamary,GF,5.3833,-52.95,79.84,84,100,12.19,light rain
483,Jalu,LY,29.0331,21.5482,81.61,47,0,16.02,clear sky
484,Solnechnyy,RU,50.7214,136.6319,75.31,65,14,3.98,few clouds
485,Zhaozhou,CN,45.6833,125.3167,70.83,97,100,6.73,light rain
486,Saint-Francois,FR,46.4154,3.9054,64.42,95,90,3.44,overcast clouds
487,Buala,SB,-8.145,159.5921,80.2,86,92,11.21,moderate rain
488,Galesong,ID,-5.3166,119.3661,66.22,64,31,6.73,scattered clouds
489,Lukoyanov,RU,55.0277,44.4786,51.58,79,3,4.76,clear sky
490,Klyuchi,RU,52.2667,79.1667,68.05,72,3,4.59,clear sky
491,Inhambane,MZ,-23.865,35.3833,64.38,63,85,11.54,overcast clouds
492,Varna,BG,43.2167,27.9167,67.87,87,0,0.0,clear sky
493,Urusha,RU,54.05,122.9,56.48,98,93,3.49,light rain
494,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,88,15,6.93,few clouds
495,Teya,RU,60.3778,92.6267,60.3,73,0,2.48,clear sky
496,Palmer,US,42.1584,-72.3287,83.21,42,20,3.44,few clouds
497,Xam Nua,LA,20.4197,104.0439,67.55,96,100,1.61,overcast clouds
498,Carbonia,IT,39.1672,8.5222,79.75,46,3,10.38,clear sky
499,Mayumba,GA,-3.432,10.6554,70.93,89,22,3.78,few clouds
500,Osmena,PH,10.5208,119.9258,83.52,77,100,14.23,overcast clouds
501,Dezful,IR,32.3811,48.4058,99.81,13,1,3.31,clear sky
502,Dunmore East,IE,52.1514,-6.9861,64.69,80,0,2.3,clear sky
503,Dong Hoi,VN,17.4833,106.6,79.68,82,100,11.14,heavy intensity rain
504,Hun,LY,29.1268,15.9477,80.92,37,0,15.08,clear sky
505,Kangaatsiaq,GL,68.3065,-53.4641,40.06,90,33,12.66,scattered clouds
506,Kungurtug,RU,50.5994,97.5228,57.72,92,100,0.47,overcast clouds
507,Kruisfontein,ZA,-34.0033,24.7314,47.14,45,3,8.25,clear sky
508,Linares,CL,-35.85,-71.6,51.48,73,100,12.68,overcast clouds
509,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,85,20,16.11,few clouds
510,Mitsamiouli,KM,-11.3847,43.2844,75.67,72,8,24.11,light rain
511,Atasu,KZ,48.6814,71.6433,79.34,24,7,7.63,clear sky
512,Otane,NZ,-39.8833,176.6333,50.02,87,4,3.04,clear sky
513,Jackson,US,42.4165,-122.8345,95.43,23,1,4.61,clear sky
514,Baruun-Urt,MN,46.6806,113.2792,59.23,62,5,5.44,clear sky
515,Oneonta,US,42.4529,-75.0638,80.11,66,100,4.83,overcast clouds
516,Xai-Xai,MZ,-25.0519,33.6442,62.47,69,51,9.51,light rain
517,Bafq,IR,31.6128,55.4107,90.81,12,0,3.33,clear sky
518,Billings,US,45.7833,-108.5007,92.28,13,20,6.91,haze
519,North Myrtle Beach,US,33.816,-78.68,86.34,64,1,8.01,clear sky
520,Aguimes,ES,27.9054,-15.4461,70.43,73,0,27.63,clear sky
521,Hambantota,LK,6.1241,81.1185,79.14,100,75,12.66,broken clouds
522,Berlevag,NO,70.8578,29.0864,45.01,86,100,26.17,overcast clouds
523,Atar,MR,20.5169,-13.0499,97.63,18,70,8.46,broken clouds
524,Antofagasta,CL,-23.65,-70.4,58.28,73,36,11.23,scattered clouds
525,Campbell River,CA,50.0163,-125.2446,78.26,48,20,6.91,few clouds
526,Thaton,MM,16.9206,97.3714,77.16,92,100,6.08,overcast clouds
527,Hailar,CN,49.2,119.7,56.64,93,0,7.9,clear sky
528,Ballina,AU,-28.8667,153.5667,57.38,62,0,8.05,clear sky
529,Vostok,RU,46.4856,135.8833,72.82,80,79,3.24,broken clouds
530,Caravelas,BR,-17.7125,-39.2481,72.57,60,81,9.69,broken clouds
531,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.96,92,41,1.34,heavy intensity rain
532,Diamantino,BR,-14.4086,-56.4461,89.28,25,0,5.48,clear sky
533,Bosaso,SO,11.2842,49.1816,89.29,44,83,18.77,broken clouds
534,Cartagena Del Chaira,CO,1.3349,-74.8429,84.04,57,78,3.51,broken clouds
535,Linjiang,CN,41.8069,126.9078,69.82,95,18,1.77,few clouds
536,Gaogou,CN,34.0175,119.1886,75.87,93,100,8.7,overcast clouds
537,Northam,GB,51.0333,-4.2167,64.29,92,24,6.78,few clouds
538,Khani,GE,41.9563,42.9566,63.97,98,99,1.97,overcast clouds
539,Magadi,IN,12.9667,77.2333,71.94,90,63,13.8,broken clouds
540,Kuusamo,FI,65.9667,29.1833,57.24,67,0,9.22,clear sky
541,Kokstad,ZA,-30.5472,29.4241,33.62,89,0,4.36,clear sky
542,Esfarayen,IR,37.0765,57.5101,76.66,36,0,7.74,clear sky
543,Lunenburg,CA,44.3835,-64.3155,73.53,83,62,9.22,broken clouds
544,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.65,29,7,7.85,clear sky
545,Deogarh,IN,21.5333,84.7333,76.68,93,100,2.21,overcast clouds
546,Tevriz,RU,57.509,72.4042,66.69,95,100,0.16,overcast clouds
547,Kemijarvi,FI,66.7131,27.4306,52.95,82,100,3.69,overcast clouds
548,Lamar,US,33.6668,-95.5836,95.52,60,20,6.91,few clouds
549,Acajutla,SV,13.5928,-89.8275,93.79,59,100,4.88,overcast clouds
550,Puri,IN,19.8,85.85,86.38,81,100,9.84,overcast clouds
551,Catamarca,AR,-28.4696,-65.7852,80.49,26,1,9.01,clear sky
552,Boa Vista,BR,2.8197,-60.6733,84.18,65,75,14.97,broken clouds
553,Thinadhoo,MV,0.5333,72.9333,82.38,77,29,7.9,scattered clouds
554,Sterling,US,39.0062,-77.4286,86.77,62,75,11.99,broken clouds
555,Lanigan,CA,51.8501,-105.0344,82.29,19,2,22.37,clear sky
556,Chavakkad,IN,10.5333,76.05,77.07,87,10,4.92,clear sky
557,Blackwater,AU,-23.5833,148.8833,51.42,57,0,6.29,clear sky
558,Romny,UA,50.751,33.4747,63.07,79,2,1.36,clear sky
559,Luderitz,NA,-26.6481,15.1594,64.65,27,14,5.7,few clouds
560,Oxapampa,PE,-10.5775,-75.4017,69.94,63,21,4.68,few clouds
561,Del Rio,US,29.3627,-100.8968,99.43,46,1,11.5,clear sky
562,Vilhena,BR,-12.7406,-60.1458,88.02,35,20,8.05,few clouds
563,Matay,EG,28.419,30.7792,82.78,45,0,15.08,clear sky
564,Komsomolskiy,UZ,40.4272,71.7189,81.32,36,0,4.61,clear sky
565,Erzin,TR,36.9559,36.2,80.01,86,6,0.67,clear sky
566,Lannion,FR,48.75,-3.4167,61.34,100,90,11.5,light intensity drizzle
567,Salsomaggiore Terme,IT,44.8148,9.9796,80.92,65,72,8.75,broken clouds
568,Karakol,KG,42.4907,78.3936,64.11,27,0,4.88,clear sky
569,Vyartsilya,RU,62.1764,30.693,58.39,62,100,3.22,overcast clouds
570,Hanmer Springs,NZ,-42.5167,172.8167,41.77,86,12,6.42,few clouds
571,Nome,US,64.5011,-165.4064,50.07,81,90,10.36,overcast clouds
572,College,US,64.8569,-147.8028,64.38,75,90,16.11,overcast clouds
573,Berkak,NO,62.825,10.0118,52.79,80,17,1.32,few clouds
574,Chardara,KZ,41.2547,67.9692,82.8,24,0,11.05,clear sky
575,Frankfort,ZA,-27.2667,28.4833,36.12,65,0,5.7,clear sky
576,Maldonado,UY,-34.6667,-54.9167,60.22,91,100,9.37,overcast clouds
577,Mogadishu,SO,2.0371,45.3438,76.5,81,16,23.06,few clouds
578,Ugoofaaru,MV,5.6667,73.0,82.29,74,83,6.46,broken clouds
579,Swakopmund,NA,-22.6833,14.5333,69.98,10,3,9.33,clear sky
580,Lexington Park,US,38.2668,-76.4538,83.46,65,75,1.01,broken clouds
581,Gemena,CD,3.25,19.7667,72.97,84,100,0.89,light rain
582,Portland,US,45.5234,-122.6762,92.1,40,1,4.0,clear sky
583,Delta,NG,5.5,6.0,73.24,85,59,3.76,broken clouds
584,Grand Forks,US,47.9417,-97.4337,87.73,14,1,16.11,clear sky
585,Khvalynsk,RU,52.4906,48.1058,59.86,74,18,6.76,few clouds
586,Alta Floresta,BR,-9.8756,-56.0861,91.13,25,48,3.11,scattered clouds
587,Mafra,BR,-26.1114,-49.8053,65.95,71,0,1.88,clear sky
588,Juneau,US,58.3019,-134.4197,59.05,93,75,11.5,moderate rain
589,Odesskoye,RU,54.2111,72.9651,72.27,55,100,9.82,overcast clouds
590,Saint-Georges,GD,12.0564,-61.7485,82.08,83,20,11.5,few clouds
591,Narsaq,GL,60.9167,-46.05,50.22,83,80,2.66,broken clouds
592,Labuhan,ID,-6.8844,112.2051,72.55,87,3,6.58,clear sky
593,Kirkwall,GB,58.9848,-2.9587,55.74,88,90,5.75,overcast clouds
594,Taunggyi,MM,20.7833,97.0333,63.64,96,91,3.02,overcast clouds
595,Quang Ngai,VN,15.1167,108.8,81.86,66,100,2.91,overcast clouds
596,Vanimo,PG,-2.6741,141.3028,74.7,92,100,5.19,moderate rain
597,Los Altos,US,37.3852,-122.1141,98.29,50,1,5.99,clear sky
598,Lae,PG,-6.7221,146.9847,73.67,89,64,7.61,broken clouds
599,Porto-Vecchio,FR,41.591,9.2795,80.06,73,0,12.66,clear sky
600,Jiuquan,CN,39.7432,98.5174,78.49,44,100,1.43,overcast clouds
601,Nouadhibou,MR,20.931,-17.0347,71.58,88,2,13.8,clear sky
602,Kampot,KH,10.6167,104.1833,78.85,87,100,8.19,overcast clouds
603,Shahrud,IR,36.4182,54.9763,77.67,51,0,7.27,clear sky
604,Atbasar,KZ,51.8,68.3333,72.14,50,92,7.83,overcast clouds
605,Aberdeen,GB,57.1437,-2.0981,56.21,94,7,8.05,clear sky
606,Bogale,MM,16.2833,95.4,78.76,90,100,10.58,overcast clouds
607,Maniitsoq,GL,65.4167,-52.9,40.57,80,61,2.66,broken clouds
608,Mutoko,ZW,-17.397,32.2268,44.87,61,1,4.27,clear sky
609,Banda Aceh,ID,5.5577,95.3222,80.51,72,100,11.23,overcast clouds
610,Bilibino,RU,68.0546,166.4372,53.89,60,28,1.92,scattered clouds
611,San Quintin,MX,30.4833,-115.95,74.05,69,89,12.66,overcast clouds
612,Bahraich,IN,27.5833,81.6,82.96,78,23,13.69,few clouds
613,Roanoke Rapids,US,36.4615,-77.6542,86.45,78,1,8.05,clear sky
614,Beatrice,US,40.2681,-96.747,93.18,62,1,3.44,clear sky
615,Kathu,TH,7.9178,98.3332,86.7,70,100,13.24,light rain
616,Conselheiro Pena,BR,-19.1722,-41.4722,71.51,51,0,5.75,clear sky
617,Salinas,US,36.6777,-121.6555,89.87,58,1,14.97,clear sky
618,Batu,ID,-7.87,112.5283,61.34,85,11,0.85,few clouds
619,Danilovka,RU,50.3557,44.1168,66.24,68,67,4.43,broken clouds
620,Saeby,DK,57.3319,10.5225,65.97,75,47,7.05,scattered clouds
621,Kaitangata,NZ,-46.2817,169.8464,42.93,50,89,4.47,overcast clouds
622,Sawtell,AU,-30.3833,153.1,60.82,54,0,11.5,clear sky
623,Liverpool,GB,53.4106,-2.9779,64.09,69,20,1.99,few clouds
624,Langsa,ID,4.4683,97.9683,75.09,91,100,2.08,overcast clouds
625,Kimbe,PG,-5.5502,150.1429,75.83,91,93,3.85,overcast clouds
626,Yining,CN,29.0361,114.5636,73.6,94,71,2.44,broken clouds
627,Uvira,CD,-3.4067,29.1458,75.6,56,34,1.01,scattered clouds
628,Burnie,AU,-41.0667,145.9167,42.93,68,20,18.01,few clouds
629,Broome,US,42.2506,-75.833,81.09,62,90,1.01,overcast clouds
630,Xinzhi,CN,36.4989,111.7047,73.15,85,1,3.06,clear sky
631,Port-Gentil,GA,-0.7193,8.7815,76.96,78,75,6.91,broken clouds
632,Kysyl-Syr,RU,63.8986,122.7617,60.49,72,3,8.01,clear sky
633,Dubna,RU,56.7333,37.1667,56.28,62,83,4.23,broken clouds
634,Quebo,GW,11.3333,-14.9333,74.55,94,99,6.62,light rain
635,Dudinka,RU,69.4058,86.1778,47.48,81,100,1.79,light rain
636,Labuan,MY,5.2767,115.2417,80.96,100,20,0.0,few clouds
637,Goderich,CA,43.7501,-81.7165,78.91,83,100,12.66,overcast clouds
638,Excelsior Springs,US,39.3392,-94.2261,97.66,41,5,6.91,clear sky
639,Touros,BR,-5.1989,-35.4608,77.9,70,11,17.98,few clouds
640,Oksovskiy,RU,62.6062,39.8984,52.25,68,100,5.5,overcast clouds
641,Khowai,IN,24.1,91.6333,77.43,93,100,5.91,light rain
642,Alcaniz,ES,41.05,-0.1333,75.74,28,92,1.19,overcast clouds
643,Junction City,US,39.0286,-96.8314,99.66,45,1,1.99,clear sky
644,Saint-Joseph,RE,-21.3667,55.6167,66.58,79,39,6.76,scattered clouds
645,Ulaanbaatar,MN,47.9077,106.8832,48.33,87,0,2.24,clear sky
646,Itoman,JP,26.1247,127.6694,80.98,96,75,14.97,mist
647,Kota Bahru,MY,6.1333,102.2386,80.55,94,20,0.0,few clouds
648,Zabol,AF,32.25,67.25,78.57,18,3,6.78,clear sky
649,Alenquer,BR,-1.9417,-54.7383,86.34,54,100,3.36,overcast clouds
650,Zhigansk,RU,66.7697,123.3711,57.2,73,32,15.82,scattered clouds
651,Timra,SE,62.487,17.3257,64.67,76,99,3.44,overcast clouds
652,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,94.95,20,0,10.96,clear sky
653,Zunyi,CN,27.6867,106.9072,67.73,94,29,2.71,scattered clouds
654,Upington,ZA,-28.4478,21.2561,44.98,33,0,0.0,clear sky
655,Puerto Berrio,CO,6.4916,-74.4033,90.09,51,100,2.51,overcast clouds
656,Constitucion,CL,-35.3333,-72.4167,52.29,88,99,13.91,overcast clouds
657,Moerai,PF,-22.4333,-151.3333,70.74,62,63,3.31,broken clouds
658,Dan Khun Thot,TH,15.2085,101.7714,77.59,93,100,18.05,moderate rain
659,Verrettes,HT,19.05,-72.4667,85.59,65,61,12.28,broken clouds
660,Kuah,MY,6.3265,99.8432,80.6,89,20,0.0,few clouds
661,Sindor,RU,62.8629,51.8905,43.79,96,100,6.82,overcast clouds
662,Angoram,PG,-4.0625,144.0661,72.61,100,100,2.19,overcast clouds
663,Tahoua,NE,14.8888,5.2692,88.7,50,80,10.31,broken clouds
664,Aranos,NA,-24.1333,19.1167,47.7,27,0,12.86,clear sky
665,Kalmar,SE,56.6616,16.3616,58.96,94,0,0.0,clear sky
666,Nizhneudinsk,RU,54.9076,99.0276,53.98,87,1,3.0,clear sky
667,Luanda,AO,-8.8368,13.2343,69.8,94,20,3.44,few clouds
668,El Cortezo,PA,8.35,-80.6,72.7,85,100,5.77,overcast clouds
669,Egvekinot,RU,66.3167,-179.1667,46.36,94,100,2.24,overcast clouds
670,Amparafaravola,MG,-17.5833,48.2167,53.17,98,14,2.82,few clouds
671,Black River,JM,18.0264,-77.8487,87.98,63,60,4.94,broken clouds
672,Ratnagiri,IN,16.9833,73.3,79.05,89,100,14.2,overcast clouds
673,Lusambo,CD,-4.9667,23.45,72.34,41,5,1.81,clear sky
674,Pombas,CV,17.1503,-25.0201,74.98,71,38,7.9,scattered clouds
675,Port Shepstone,ZA,-30.7414,30.455,53.51,76,0,7.9,clear sky
676,Gravdal,NO,68.1214,13.5031,51.82,97,100,11.81,overcast clouds
677,Tautira,PF,-17.7333,-149.15,80.01,73,12,10.49,few clouds
678,Arlit,NE,18.7369,7.3853,98.6,27,98,12.37,overcast clouds
679,Samfya,ZM,-11.3649,29.5565,58.93,70,67,12.03,broken clouds
680,Matagami,CA,49.7502,-77.6328,71.71,60,75,11.5,broken clouds
681,Salamiyah,SY,35.0113,37.0532,75.81,72,23,8.55,few clouds
682,Ust-Uda,RU,54.1742,103.0304,56.21,78,4,2.89,clear sky
683,Bira,RU,49.0,132.4667,71.06,84,99,2.68,overcast clouds
684,Almaznyy,RU,48.0448,40.045,66.34,50,99,8.16,overcast clouds
685,San Jose,US,37.3394,-121.895,98.56,43,75,8.05,broken clouds
686,Hovd,MN,48.0056,91.6419,64.36,49,24,1.57,few clouds
687,Kiknur,RU,57.3034,47.2011,46.87,55,22,3.58,few clouds
688,Ola,RU,59.5833,151.2833,54.05,93,97,4.36,overcast clouds
689,Sibu,MY,2.3,111.8167,77.31,94,40,2.3,scattered clouds
690,Twin Falls,US,42.3505,-114.6445,88.14,18,1,12.66,clear sky
691,Dandong,CN,40.1292,124.3947,71.51,85,17,3.87,few clouds
692,Partenit,UA,44.578,34.3446,71.64,53,0,7.45,clear sky
693,Dolores,AR,-36.3132,-57.6792,52.61,75,95,14.45,overcast clouds
694,Corinth,GR,37.9407,22.9573,80.69,52,12,2.75,few clouds
695,Elizabeth City,US,36.2946,-76.2511,86.0,51,1,1.01,clear sky
696,Harper,LR,4.375,-7.7169,76.51,67,99,3.85,overcast clouds
697,Wattegama,LK,6.7989,81.4808,77.92,73,100,8.52,overcast clouds
698,Marfino,RU,55.7028,37.3822,59.09,72,0,0.0,clear sky
699,Beinamar,TD,8.6698,15.3813,71.73,93,64,5.3,broken clouds
700,Balakhninskiy,RU,58.0106,114.2769,59.47,72,100,3.91,overcast clouds
